Feature,Importance
mileage 571115 km,11.546997137585162
mileage 540833 km,11.546350587766948
mileage 586667 km,11.546165859227388
mileage 205307 km,11.543928047687386
mileage 498815 km,11.542840745917811
mileage 374013 km,11.542702199637146
mileage 587949 km,11.542055649595682
mileage 498170 km,11.541917103303964
mileage 114985 km,11.54017380234936
mileage 153862 km,11.539761873161343
mileage 445734 km,11.538822900596896
mileage 576605 km,11.538776718322671
mileage 391625 km,11.538407261480568
mileage 130630 km,11.532508552005805
mileage 52351 km,11.5234696190528
mileage 76113 km,11.521948922004736
mileage 224267 km,11.518957979419156
mileage 100563 km,11.509834913038087
mileage 151586 km,11.497925768408896
mileage 214432 km,11.496182843379794
mileage 66558 km,11.494801354721256
mileage 223646 km,11.49294876097109
model Gentra,11.48788411534767
mileage 51232 km,11.48703754475842
mileage 218525 km,11.483431621196807
mileage 62558 km,11.461755984253202
mileage 173770 km,11.459048716458986
model Fuga,11.457625331958955
mileage 51053 km,11.452348618789154
mileage 1111111 km,11.446777491021287
mileage 121581 km,11.445543239122285
mileage 176486 km,11.426771472614398
mileage 167317 km,11.422376748240106
mileage 111649 km,11.414735713453503
mileage 59191 km,11.413553011988208
mileage 226544 km,11.408130383741137
mileage 74121 km,11.39471029603378
mileage 461965 km,11.393606803257887
mileage 326400 km,11.39231694246206
mileage 236332 km,11.385654099189727
mileage 70098 km,11.373556802180676
mileage 182963 km,11.361357825609211
mileage 76198 km,11.353799784141108
mileage 77349 km,11.344958487314656
mileage 137134 km,11.33999405309949
mileage 171946 km,11.336561795048903
mileage 78633 km,11.323599184365474
mileage 192338 km,11.32209992378942
mileage 166588 km,11.32047384901461
mileage 117526 km,11.317157149217245
model Lantra,11.31231002703672
mileage 138015 km,11.309112953842007
mileage 34329 km,11.307220907327727
mileage 119401 km,11.306386563527159
mileage 131391 km,11.295107821786994
mileage 71294 km,11.294500823060964
mileage 295509 km,11.287588966260847
mileage 237877 km,11.287583388641691
mileage 112405 km,11.28209089966615
mileage 98310 km,11.271981864950474
mileage 84110 km,11.257855601800966
mileage 66597 km,11.244834373297964
levy 524,11.240957589347744
mileage 162878 km,11.2409575766587
model Fusion HIBRID,11.240812635637337
mileage 205972 km,11.23925276377981
mileage 171734 km,11.22891017844263
mileage 143567 km,11.227361140679925
mileage 76519 km,11.221080340344525
mileage 166122 km,11.210301568514948
mileage 148494 km,11.209844378015875
model G 550,11.201881616916625
mileage 30066 km,11.174031950151045
mileage 121649 km,11.168754499389332
mileage 75787 km,11.13367724710804
mileage 237003 km,11.131957911981315
mileage 63276 km,11.128227755546614
mileage 65282 km,11.12419316240564
mileage 37898 km,11.114253159833067
mileage 83662 km,11.10877626755254
mileage 141752 km,11.106416757491235
mileage 4422 km,11.102794560193246
mileage 150377 km,11.099664436824948
mileage 199288 km,11.099108904099278
model Expedition,11.093231788687161
mileage 130499 km,11.093231786580102
mileage 306266 km,11.073386173703842
model S60,11.073386094585823
mileage 90812 km,11.062281559734199
mileage 11111 km,11.047041157315748
levy 527,11.046824769184258
mileage 197854 km,11.044300994450566
mileage 116581 km,11.035394499985124
mileage 133682 km,11.032738594674292
mileage 31143 km,11.028292636246386
mileage 92078 km,11.023902948853936
mileage 60550 km,11.016368478175627
mileage 47002 km,11.0150528837699
mileage 201000 km,11.01108550453187
mileage 45888 km,11.004438318328702
mileage 33418 km,11.003083271076745
levy 1671,11.003083180220084
mileage 275240 km,10.997368803807905
mileage 91314 km,10.994278151281469
mileage 121025 km,10.982882470716445
mileage 147200 km,10.97289432891735
mileage 133392 km,10.963927811006904
mileage 174261 km,10.961305873938953
mileage 355272 km,10.956205549181208
mileage 215533 km,10.952383842383432
mileage 333804 km,10.949379261412025
mileage 180200 km,10.948040624565136
mileage 113120 km,10.94697814083106
mileage 67840 km,10.9450270401145
model Sonata SPORT,10.945026954386954
model Outlander sport,10.931512782784516
mileage 100247 km,10.92868174560859
mileage 87521 km,10.928312287658844
mileage 79482 km,10.916044145561573
mileage 312000 km,10.910744832598484
mileage 124382 km,10.906349380885269
mileage 117492 km,10.88794935824657
mileage 114950 km,10.868210435782974
mileage 25706 km,10.86374255604794
model Enclave,10.863742465114688
mileage 238939 km,10.861718134144592
mileage 53711 km,10.850660990992706
mileage 38000 km,10.848070625795549
mileage 201892 km,10.84523681340579
mileage 164805 km,10.833926214077696
mileage 93576 km,10.816775125843835
mileage 169617 km,10.80525690201174
mileage 87210 km,10.803495016567174
mileage 237930 km,10.797958248824749
mileage 192085 km,10.765019729569477
mileage 123178 km,10.764061714533414
mileage 229677 km,10.732413640868623
model Regal,10.732413563641588
mileage 173698 km,10.727677336361799
mileage 186923 km,10.71563899888551
mileage 101512 km,10.710783606127642
mileage 303000 km,10.708378307438322
mileage 87720 km,10.69893309197903
mileage 157970 km,10.682162577177312
mileage 83721 km,10.682160226414329
mileage 42211 km,10.67987962024402
mileage 47232 km,10.660790844826973
mileage 69624 km,10.651136430739392
mileage 208213 km,10.641139716763188
mileage 172003 km,10.63403856240147
mileage 98273 km,10.62800604116698
mileage 123163 km,10.624383189125195
mileage 182645 km,10.616703488149327
mileage 159381 km,10.611052554864342
mileage 453075 km,10.611042810101553
mileage 48379 km,10.607373644781863
mileage 109063 km,10.594920047789097
mileage 64554 km,10.594088770580724
mileage 121940 km,10.587293953167025
model 500 Sport,10.57413587932478
mileage 14162 km,10.565263816450441
mileage 166226 km,10.563974949476084
mileage 114500 km,10.560933102072951
model 335 D,10.556500307107905
mileage 128788 km,10.554483101752444
mileage 208791 km,10.553725976078335
mileage 242251 km,10.545649626895552
mileage 61237 km,10.53431147186787
mileage 74666 km,10.532558110216526
mileage 598779 km,10.527953964384908
mileage 582376 km,10.527907782272848
mileage 462954 km,10.527815418141968
mileage 142040 km,10.514660304296791
mileage 145339 km,10.51429084726366
mileage 145221 km,10.512902271617405
mileage 88288 km,10.50508853444781
mileage 160156 km,10.504672895860821
mileage 165900 km,10.494879862807373
mileage 94793 km,10.490707668581274
levy 636,10.48786235944601
mileage 43158 km,10.487862323734838
mileage 201546 km,10.47934477445192
mileage 64930 km,10.477827680592323
model Dart,10.47083219853018
mileage 70336 km,10.469460940315207
mileage 235000 km,10.46526536847424
mileage 61298 km,10.45944663393227
mileage 159634 km,10.458770867709264
mileage 195401 km,10.449833459915984
mileage 41250 km,10.435276840658052
mileage 80497 km,10.430705900810054
mileage 163000 km,10.42184230720806
mileage 123498 km,10.41599955873644
mileage 36037 km,10.406329814770823
mileage 72208 km,10.406220160443208
mileage 77803 km,10.400276864132822
mileage 268065 km,10.397834324771818
mileage 151594 km,10.39249556370894
mileage 133605 km,10.382392357375286
mileage 185987 km,10.376436719062944
model Cruze ltz,10.374654677449014
mileage 148076 km,10.346376868427976
mileage 154162 km,10.342554917513304
levy 2002,10.340234540969204
mileage 164488 km,10.339844001018566
mileage 89323 km,10.339574376277676
mileage 273500 km,10.338460943429887
levy 562,10.33556438424011
mileage 120640 km,10.333390401844946
mileage 39693 km,10.319564829254729
mileage 154847 km,10.318122115792649
mileage 134292 km,10.30992014104175
mileage 134955 km,10.306522963345051
mileage 93042 km,10.302553020759541
mileage 137600 km,10.300326956311206
model A4 S4,10.297919458313242
mileage 90178 km,10.294501226223097
mileage 139235 km,10.286727669337509
mileage 21500 km,10.285772803517618
mileage 327685 km,10.282041326814657
mileage 62336 km,10.281923148284978
levy 1829,10.276169062647266
mileage 121189 km,10.26856566849952
mileage 85254 km,10.26828857475058
mileage 185821 km,10.260852897847574
model Elantra Gt,10.25445266679745
mileage 133770 km,10.25271056714818
mileage 98252 km,10.252248745091755
model R 350,10.25067852916821
mileage 181149 km,10.242124499278793
mileage 167000 km,10.238308242669325
mileage 102138 km,10.228150445535377
mileage 489821 km,10.209491619161764
model X5 M packet,10.202527385232965
mileage 184528 km,10.202192620718346
mileage 83198 km,10.190105802166482
mileage 147701 km,10.184685713850474
model A4 Sline,10.166493650650391
mileage 254838 km,10.16318685218089
mileage 182443 km,10.162595413173861
mileage 110169 km,10.156214704027832
mileage 171306 km,10.155683011120963
mileage 86400 km,10.133453376046594
mileage 194000 km,10.124409600070706
levy 2467,10.123916938705772
mileage 111520 km,10.123840046395918
mileage 179740 km,10.107636584205597
mileage 94558 km,10.081880508173477
mileage 80861 km,10.074168152968477
mileage 341928 km,10.054044120311088
mileage 168462 km,10.018289993459508
mileage 179382 km,10.017491826906173
mileage 138205 km,10.009003795633753
mileage 31169 km,10.007062699621194
mileage 157730 km,9.993594815863824
mileage 174966 km,9.963768171045427
mileage 52500 km,9.959926569668031
model A4 B7,9.958092875269667
mileage 180973 km,9.945905061153722
mileage 99249 km,9.93707893098742
mileage 104997 km,9.93287840090619
mileage 31387 km,9.932121838838462
mileage 96860 km,9.931446754062796
mileage 36545 km,9.928650000294894
mileage 193106 km,9.927150866867287
mileage 90132 km,9.924657499832685
mileage 127027 km,9.910713579685478
mileage 144126 km,9.903177823428418
mileage 222784 km,9.891534956998349
mileage 236698 km,9.869780221699397
mileage 66287 km,9.86794262723697
mileage 113293 km,9.864013503640392
mileage 20800 km,9.861303707335956
mileage 39762 km,9.860170036359635
levy 1514,9.847507775385866
mileage 162332 km,9.845605664940498
mileage 174712 km,9.806195641712854
levy 394,9.79917285567895
mileage 251018 km,9.798993676472378
mileage 361035 km,9.79200635510969
mileage 251768 km,9.780658601319839
mileage 134413 km,9.779447525606919
mileage 172803 km,9.776486623432938
mileage 199868 km,9.752932632908706
mileage 39079 km,9.742462014325323
mileage 171733 km,9.73952804233027
mileage 79578 km,9.736009803962698
mileage 97189 km,9.729853675261493
mileage 149822 km,9.729647428018437
mileage 91475 km,9.724815225449277
mileage 137350 km,9.722734421004978
mileage 111849 km,9.72085438004839
mileage 84154 km,9.715271460140302
levy 822,9.713259063322695
mileage 28888 km,9.713259059434392
mileage 145783 km,9.712346460815153
model 318,9.709688780046223
mileage 242685 km,9.70746719014056
mileage 52715 km,9.705104765026073
mileage 129436 km,9.701330914477126
mileage 82603 km,9.699843772753365
mileage 155964 km,9.685765195326487
mileage 163739 km,9.685371301075703
mileage 166016 km,9.684064733812935
mileage 36239 km,9.67948442447636
mileage 164574 km,9.655425511826365
mileage 134957 km,9.652685422690864
mileage 139966 km,9.652018375070405
mileage 283806 km,9.651406547833153
mileage 81595 km,9.649638058177155
mileage 115200 km,9.63854690426289
mileage 131900 km,9.6302115556497
mileage 30296 km,9.623828929413406
mileage 104259 km,9.621300802182198
mileage 107141 km,9.620120688308194
mileage 217485 km,9.61952985150634
mileage 451117 km,9.618804471410582
mileage 75300 km,9.617941849768348
mileage 51600 km,9.612353259018874
mileage 440555 km,9.604114110355253
mileage 252800 km,9.60182212868159
mileage 141410 km,9.581180580716358
mileage 77192 km,9.580948438802924
mileage 245486 km,9.578674100547087
mileage 130544 km,9.574165639564972
mileage 72364 km,9.572146124196667
mileage 166401 km,9.56848561469325
mileage 190538 km,9.568344891775872
mileage 115023 km,9.56746120670788
mileage 7789999 km,9.558584347508564
levy 663,9.556971131192501
mileage 229461 km,9.542906616484204
levy 3008,9.527877144087089
mileage 133926 km,9.52377190135017
mileage 126799 km,9.521555453680064
mileage 66690 km,9.512038767543869
mileage 98456 km,9.510387462184724
mileage 87250 km,9.504988774837454
mileage 147966 km,9.501586269470408
manufacturer SAAB,9.497493753713545
model 09-Mar,9.497493738760037
mileage 295142 km,9.483723490494393
mileage 222303 km,9.476290490637277
mileage 154400 km,9.476157569890653
mileage 91899 km,9.475987719901777
mileage 115893 km,9.474619563027014
mileage 70936 km,9.470740249312525
mileage 128195 km,9.467385058394727
mileage 292097 km,9.463488183798537
mileage 69088 km,9.460171473705572
mileage 319301 km,9.459929750699121
mileage 171258 km,9.45555467067433
mileage 17051 km,9.453128202003677
mileage 55838 km,9.4472592328944
mileage 217258 km,9.426725675497064
mileage 193486 km,9.423278105400797
mileage 176869 km,9.417908672213688
mileage 115754 km,9.41416343438138
mileage 116722 km,9.41373261471012
mileage 202914 km,9.40862924558984
mileage 61860 km,9.399059572055366
mileage 77222 km,9.386413441808974
mileage 174790 km,9.385873790643682
mileage 69315 km,9.383822097333168
mileage 195030 km,9.383459725049232
mileage 173169 km,9.379400971824015
mileage 199660 km,9.372540920102134
mileage 241786 km,9.354216009452285
mileage 52857 km,9.35043434431643
mileage 74830 km,9.335844319548157
mileage 40067 km,9.334262452468307
mileage 191826 km,9.3328520146021
mileage 173678 km,9.325207396960012
mileage 170459 km,9.32213767538538
mileage 144166 km,9.314397544936812
mileage 50226 km,9.307828808156078
levy 1236,9.307734890075452
mileage 103490 km,9.30252318375017
mileage 137453 km,9.301074717070096
mileage 36125 km,9.296620386919253
mileage 51994 km,9.289573114539543
model Elantra limited,9.28253346144358
mileage 269162 km,9.268711023109399
mileage 69650 km,9.261929644259094
mileage 96072 km,9.260596018828608
mileage 160118 km,9.258351078537626
mileage 130412 km,9.252308092261623
mileage 121263 km,9.243805991002999
mileage 167046 km,9.242655795142829
levy 1108,9.242655682100187
mileage 169022 km,9.223775245063722
model Vitz,9.200747203822587
mileage 157232 km,9.200641120543414
mileage 155536 km,9.198700809907328
mileage 35447 km,9.18261580196673
model Qashqai Advance CVT,9.182615795969406
mileage 249147 km,9.181001115468984
mileage 60928 km,9.179155563473572
mileage 25541 km,9.17529815991325
mileage 53386 km,9.171647618526503
mileage 225307 km,9.170991842180511
mileage 193600 km,9.150658774056398
model Azera,9.130922487873207
mileage 67017 km,9.1175130681698
mileage 64023 km,9.11722488433942
mileage 106200 km,9.105956295458661
mileage 128354 km,9.096676144770253
mileage 120114 km,9.079718855572755
model Q3,9.062480138944837
model Passat tdi sel,9.059372402902621
mileage 208284 km,9.057197137705378
mileage 142661 km,9.053440144104094
mileage 178314 km,9.048546765422
mileage 48300 km,9.042165013900505
mileage 174552 km,9.03997661758893
mileage 184835 km,9.031952991848119
mileage 82196 km,9.022228448934106
mileage 186097 km,9.011647132458199
mileage 345673 km,9.01026121383706
mileage 57438 km,9.009388606920137
mileage 88118 km,9.005381424334928
mileage 196010 km,8.997621762826276
mileage 79363 km,8.993678133529526
